hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes,hospital_encoded,department_encoded,day_encoded
General Hospital Kollam,General OPD,Saturday,16,10,1,0,25.3,0,72,26,1,1,2
General Hospital Kollam,Gynaecology,Wednesday,13,7,0,0,34.4,1,59,22,1,2,5
District Hospital Ernakulam,Gynaecology,Thursday,14,5,0,0,25.3,0,46,20,0,2,3
District Hospital Ernakulam,Orthopaedics,Saturday,16,9,1,0,29.4,0,81,31,0,3,2
District Hospital Ernakulam,Gynaecology,Saturday,9,8,1,0,32.1,1,124,47,0,2,2
District Hospital Ernakulam,Paediatrics,Friday,9,11,0,0,28.7,0,101,38,0,4,0
General Hospital Kollam,General OPD,Friday,10,4,0,0,37.2,0,87,26,1,1,0
General Hospital Kollam,Paediatrics,Friday,15,9,0,0,35.8,0,23,9,1,4,0
District Hospital Ernakulam,Paediatrics,Wednesday,13,3,0,0,28.5,0,56,21,0,4,5
General Hospital Kollam,Orthopaedics,Saturday,11,9,1,0,30.8,1,116,41,1,3,2
District Hospital Ernakulam,Paediatrics,Friday,16,12,0,0,25.1,0,26,9,0,4,0
General Hospital Kollam,Paediatrics,Tuesday,8,3,0,0,34.5,0,30,9,1,4,4
General Hospital Kollam,General OPD,Thursday,15,3,0,0,35.2,0,51,14,1,1,3
Taluk Hospital Thrissur,Paediatrics,Thursday,8,5,0,0,30.1,0,38,15,2,4,3
Taluk Hospital Thrissur,Orthopaedics,Friday,13,10,0,1,31.9,0,50,17,2,3,0
Taluk Hospital Thrissur,Cardiology,Friday,13,9,0,0,27.5,1,89,38,2,0,0
Taluk Hospital Thrissur,Cardiology,Tuesday,16,12,0,0,30.6,0,40,18,2,0,4
General Hospital Kollam,Paediatrics,Monday,8,5,0,0,26.6,0,64,19,1,4,1
District Hospital Ernakulam,Orthopaedics,Monday,8,10,0,0,32.3,0,24,9,0,3,1
Taluk Hospital Thrissur,Cardiology,Wednesday,8,4,0,0,28.0,0,78,41,2,0,5
Taluk Hospital Thrissur,Orthopaedics,Wednesday,17,7,0,0,31.9,0,32,10,2,3,5
General Hospital Kollam,General OPD,Saturday,11,5,1,0,27.7,0,71,20,1,1,2
Taluk Hospital Thrissur,Gynaecology,Saturday,14,6,1,0,34.8,1,62,31,2,2,2
Taluk Hospital Thrissur,Gynaecology,Saturday,15,4,1,0,24.0,0,49,25,2,2,2
General Hospital Kollam,Gynaecology,Tuesday,10,3,0,0,36.2,0,70,25,1,2,4
General Hospital Kollam,Cardiology,Friday,15,7,0,0,30.6,1,78,30,1,0,0
Taluk Hospital Thrissur,Paediatrics,Thursday,14,12,0,0,29.0,0,73,27,2,4,3
Taluk Hospital Thrissur,General OPD,Friday,11,3,0,0,35.7,0,95,27,2,1,0
District Hospital Ernakulam,Gynaecology,Thursday,15,12,0,0,27.5,0,27,11,0,2,3
District Hospital Ernakulam,Orthopaedics,Tuesday,8,6,0,0,30.5,0,66,25,0,3,4
Taluk Hospital Thrissur,Gynaecology,Tuesday,14,6,0,0,37.1,0,32,13,2,2,4
Taluk Hospital Thrissur,Cardiology,Monday,17,5,0,0,25.3,0,43,23,2,0,1
Taluk Hospital Thrissur,General OPD,Friday,12,1,0,0,27.8,0,50,15,2,1,0
Taluk Hospital Thrissur,Orthopaedics,Wednesday,8,10,0,0,24.4,0,65,30,2,3,5
Taluk Hospital Thrissur,Paediatrics,Thursday,10,8,0,0,36.2,0,101,31,2,4,3
District Hospital Ernakulam,General OPD,Friday,10,12,0,0,26.5,0,104,29,0,1,0
District Hospital Ernakulam,General OPD,Monday,15,11,0,0,24.9,0,26,9,0,1,1
District Hospital Ernakulam,Cardiology,Saturday,17,12,1,0,28.7,0,78,41,0,0,2
District Hospital Ernakulam,Cardiology,Friday,13,9,0,0,37.2,1,83,41,0,0,0
General Hospital Kollam,General OPD,Tuesday,16,3,0,0,27.7,0,31,10,1,1,4
District Hospital Ernakulam,Gynaecology,Tuesday,16,7,0,0,32.9,0,80,27,0,2,4
District Hospital Ernakulam,Gynaecology,Wednesday,9,6,0,0,32.0,0,86,43,0,2,5
General Hospital Kollam,General OPD,Monday,10,12,0,0,26.6,0,87,30,1,1,1
General Hospital Kollam,Cardiology,Monday,11,11,0,0,30.4,0,106,53,1,0,1
General Hospital Kollam,Orthopaedics,Saturday,11,12,1,1,34.3,0,104,34,1,3,2
Taluk Hospital Thrissur,Orthopaedics,Tuesday,12,3,0,0,28.4,0,34,15,2,3,4
District Hospital Ernakulam,Cardiology,Tuesday,12,5,0,0,30.2,0,25,11,0,0,4
Taluk Hospital Thrissur,Orthopaedics,Wednesday,16,8,0,0,32.8,0,22,10,2,3,5
Taluk Hospital Thrissur,Paediatrics,Tuesday,16,10,0,0,37.9,0,47,16,2,4,4
Taluk Hospital Thrissur,Orthopaedics,Tuesday,13,12,0,0,31.7,0,67,29,2,3,4
General Hospital Kollam,Gynaecology,Tuesday,12,4,0,0,27.7,0,79,28,1,2,4
Taluk Hospital Thrissur,Cardiology,Thursday,10,8,0,0,28.5,1,102,49,2,0,3
General Hospital Kollam,Orthopaedics,Saturday,9,11,1,0,36.2,0,65,22,1,3,2
District Hospital Ernakulam,Orthopaedics,Wednesday,9,3,0,0,28.3,0,79,32,0,3,5
General Hospital Kollam,Paediatrics,Friday,15,10,0,0,33.7,0,66,23,1,4,0
General Hospital Kollam,Orthopaedics,Saturday,13,10,1,0,30.8,0,60,22,1,3,2
General Hospital Kollam,Gynaecology,Monday,14,7,0,0,27.8,1,67,23,1,2,1
Taluk Hospital Thrissur,Cardiology,Wednesday,17,12,0,0,26.8,0,56,28,2,0,5
General Hospital Kollam,Orthopaedics,Monday,9,5,0,0,34.7,0,101,37,1,3,1
District Hospital Ernakulam,Cardiology,Thursday,8,11,0,0,26.8,0,31,13,0,0,3
General Hospital Kollam,Cardiology,Tuesday,11,7,0,0,34.1,1,95,50,1,0,4
District Hospital Ernakulam,General OPD,Thursday,10,6,0,0,30.6,0,94,27,0,1,3
District Hospital Ernakulam,Paediatrics,Thursday,11,2,0,0,25.8,0,98,42,0,4,3
District Hospital Ernakulam,Orthopaedics,Wednesday,14,10,0,0,31.5,0,42,16,0,3,5
Taluk Hospital Thrissur,Gynaecology,Monday,11,10,0,0,34.7,0,73,29,2,2,1
Taluk Hospital Thrissur,General OPD,Friday,17,7,0,0,33.0,1,42,11,2,1,0
District Hospital Ernakulam,Paediatrics,Monday,13,7,0,0,26.5,1,49,17,0,4,1
District Hospital Ernakulam,General OPD,Wednesday,14,3,0,0,29.6,0,53,20,0,1,5
District Hospital Ernakulam,General OPD,Wednesday,9,11,0,0,29.7,0,101,27,0,1,5
District Hospital Ernakulam,Cardiology,Friday,16,7,0,0,30.4,1,72,32,0,0,0
General Hospital Kollam,Orthopaedics,Thursday,12,12,0,0,25.6,0,71,31,1,3,3
District Hospital Ernakulam,Gynaecology,Wednesday,15,12,0,0,35.8,0,43,15,0,2,5
General Hospital Kollam,Paediatrics,Friday,14,11,0,0,26.1,0,41,17,1,4,0
Taluk Hospital Thrissur,Gynaecology,Wednesday,11,9,0,0,32.6,0,77,27,2,2,5
District Hospital Ernakulam,General OPD,Monday,15,8,0,0,24.7,1,53,15,0,1,1
District Hospital Ernakulam,Orthopaedics,Monday,16,5,0,0,28.1,0,46,14,0,3,1
District Hospital Ernakulam,Orthopaedics,Saturday,8,10,1,0,29.0,0,37,14,0,3,2
District Hospital Ernakulam,Cardiology,Tuesday,9,9,0,0,25.8,1,91,41,0,0,4
District Hospital Ernakulam,Orthopaedics,Thursday,17,4,0,0,36.7,0,79,34,0,3,3
Taluk Hospital Thrissur,Gynaecology,Thursday,8,2,0,0,29.2,0,29,13,2,2,3
Taluk Hospital Thrissur,General OPD,Thursday,16,12,0,0,28.7,0,60,21,2,1,3
District Hospital Ernakulam,Paediatrics,Monday,10,12,0,0,34.1,0,97,41,0,4,1
District Hospital Ernakulam,General OPD,Tuesday,17,5,0,0,32.6,0,54,20,0,1,4
General Hospital Kollam,General OPD,Wednesday,17,8,0,0,34.7,1,77,27,1,1,5
General Hospital Kollam,Orthopaedics,Friday,8,10,0,0,36.7,0,63,23,1,3,0
General Hospital Kollam,Paediatrics,Tuesday,8,7,0,0,25.8,1,68,27,1,4,4
Taluk Hospital Thrissur,Orthopaedics,Monday,11,4,0,0,33.9,0,64,21,2,3,1
District Hospital Ernakulam,Gynaecology,Thursday,17,7,0,0,32.3,1,60,30,0,2,3
General Hospital Kollam,Orthopaedics,Wednesday,13,6,0,0,30.2,1,77,30,1,3,5
Taluk Hospital Thrissur,Cardiology,Saturday,14,5,1,0,24.5,0,89,42,2,0,2
General Hospital Kollam,Paediatrics,Friday,13,2,0,0,34.5,0,53,18,1,4,0
District Hospital Ernakulam,Orthopaedics,Thursday,15,1,0,0,32.7,0,30,12,0,3,3
Taluk Hospital Thrissur,Paediatrics,Thursday,8,5,0,0,34.4,0,35,12,2,4,3
Taluk Hospital Thrissur,Cardiology,Thursday,17,2,0,0,29.5,0,33,18,2,0,3
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,12,0,0,31.7,0,72,31,2,3,4
District Hospital Ernakulam,Gynaecology,Wednesday,13,6,0,0,25.5,0,60,28,0,2,5
District Hospital Ernakulam,Gynaecology,Friday,16,7,0,0,36.0,1,59,23,0,2,0
District Hospital Ernakulam,Cardiology,Tuesday,14,5,0,0,31.5,0,41,21,0,0,4
Taluk Hospital Thrissur,Cardiology,Saturday,9,7,1,0,33.1,0,91,37,2,0,2
General Hospital Kollam,Gynaecology,Tuesday,10,10,0,0,31.0,0,55,24,1,2,4
Taluk Hospital Thrissur,Paediatrics,Monday,13,10,0,0,26.3,0,60,21,2,4,1
General Hospital Kollam,Orthopaedics,Monday,17,11,0,0,31.7,0,75,26,1,3,1
General Hospital Kollam,Paediatrics,Wednesday,11,3,0,0,37.1,0,108,34,1,4,5
General Hospital Kollam,Orthopaedics,Monday,8,4,0,0,30.5,0,35,15,1,3,1
District Hospital Ernakulam,Cardiology,Tuesday,15,9,0,0,25.6,0,41,21,0,0,4
General Hospital Kollam,Cardiology,Thursday,9,1,0,0,24.5,0,93,41,1,0,3
Taluk Hospital Thrissur,Paediatrics,Thursday,9,7,0,0,36.4,1,105,42,2,4,3
Taluk Hospital Thrissur,Gynaecology,Saturday,8,8,1,0,35.6,1,96,39,2,2,2
Taluk Hospital Thrissur,General OPD,Wednesday,14,12,0,0,32.8,0,48,15,2,1,5
General Hospital Kollam,General OPD,Tuesday,12,10,0,0,35.1,0,66,19,1,1,4
District Hospital Ernakulam,Orthopaedics,Tuesday,11,8,0,0,27.7,1,104,34,0,3,4
Taluk Hospital Thrissur,Paediatrics,Tuesday,12,6,0,0,33.6,1,58,22,2,4,4
Taluk Hospital Thrissur,Orthopaedics,Friday,8,3,0,0,31.3,0,21,7,2,3,0
District Hospital Ernakulam,Gynaecology,Wednesday,12,5,0,0,26.2,0,60,23,0,2,5
Taluk Hospital Thrissur,Paediatrics,Saturday,12,3,1,0,35.3,0,43,13,2,4,2
District Hospital Ernakulam,Paediatrics,Wednesday,11,1,0,0,27.0,0,69,21,0,4,5
General Hospital Kollam,Orthopaedics,Wednesday,16,12,0,0,37.9,0,45,17,1,3,5
General Hospital Kollam,Orthopaedics,Saturday,10,10,1,0,31.0,0,98,37,1,3,2
District Hospital Ernakulam,Cardiology,Friday,15,3,0,0,36.6,0,20,9,0,0,0
General Hospital Kollam,Orthopaedics,Tuesday,12,4,0,0,26.1,0,58,25,1,3,4
General Hospital Kollam,Cardiology,Wednesday,15,8,0,0,36.8,0,73,37,1,0,5
Taluk Hospital Thrissur,Cardiology,Saturday,11,6,1,0,24.5,0,125,54,2,0,2
General Hospital Kollam,Orthopaedics,Friday,16,12,0,0,36.2,0,71,23,1,3,0
Taluk Hospital Thrissur,Gynaecology,Tuesday,11,5,0,0,34.4,0,94,47,2,2,4
General Hospital Kollam,Cardiology,Saturday,15,3,1,0,37.7,0,52,24,1,0,2
General Hospital Kollam,Cardiology,Saturday,9,3,1,0,28.2,0,78,32,1,0,2
Taluk Hospital Thrissur,Gynaecology,Thursday,15,2,0,0,36.3,0,23,9,2,2,3
Taluk Hospital Thrissur,General OPD,Tuesday,15,2,0,0,25.2,0,32,8,2,1,4
Taluk Hospital Thrissur,Cardiology,Friday,15,5,0,0,24.1,0,47,25,2,0,0
General Hospital Kollam,Paediatrics,Saturday,11,10,1,0,32.9,0,113,40,1,4,2
General Hospital Kollam,Orthopaedics,Thursday,17,5,0,0,32.8,0,41,16,1,3,3
Taluk Hospital Thrissur,Orthopaedics,Saturday,12,5,1,0,31.5,0,56,20,2,3,2
Taluk Hospital Thrissur,Gynaecology,Wednesday,15,2,0,0,37.2,0,51,17,2,2,5
Taluk Hospital Thrissur,Paediatrics,Thursday,10,3,0,0,34.6,0,93,31,2,4,3
District Hospital Ernakulam,Orthopaedics,Saturday,16,3,1,0,34.9,0,83,29,0,3,2
District Hospital Ernakulam,Gynaecology,Wednesday,13,9,0,0,25.4,1,69,26,0,2,5
Taluk Hospital Thrissur,Cardiology,Wednesday,10,4,0,0,29.5,0,60,31,2,0,5
Taluk Hospital Thrissur,Cardiology,Wednesday,16,8,0,0,32.3,1,76,32,2,0,5
District Hospital Ernakulam,Paediatrics,Wednesday,13,3,0,0,28.7,0,42,17,0,4,5
District Hospital Ernakulam,Paediatrics,Wednesday,14,10,0,0,34.7,0,20,8,0,4,5
District Hospital Ernakulam,General OPD,Thursday,13,11,0,0,26.0,0,49,18,0,1,3
General Hospital Kollam,Cardiology,Tuesday,12,5,0,0,29.2,0,40,18,1,0,4
District Hospital Ernakulam,Orthopaedics,Friday,16,12,0,0,35.2,0,59,23,0,3,0
District Hospital Ernakulam,General OPD,Monday,11,3,0,0,34.1,0,110,39,0,1,1
District Hospital Ernakulam,General OPD,Saturday,14,12,1,0,30.8,0,52,20,0,1,2
Taluk Hospital Thrissur,Paediatrics,Monday,9,1,0,0,28.8,0,84,29,2,4,1
District Hospital Ernakulam,General OPD,Thursday,10,12,0,0,28.5,0,99,36,0,1,3
General Hospital Kollam,Cardiology,Friday,12,10,0,0,31.9,0,48,20,1,0,0
Taluk Hospital Thrissur,Gynaecology,Saturday,12,9,1,0,35.4,0,43,20,2,2,2
General Hospital Kollam,Orthopaedics,Wednesday,15,12,0,0,26.6,0,49,17,1,3,5
District Hospital Ernakulam,Orthopaedics,Tuesday,12,5,0,0,34.5,0,21,7,0,3,4
Taluk Hospital Thrissur,Paediatrics,Thursday,14,8,0,0,24.7,1,88,38,2,4,3
District Hospital Ernakulam,General OPD,Friday,14,1,0,0,36.2,0,40,14,0,1,0
District Hospital Ernakulam,Orthopaedics,Friday,13,11,0,0,34.3,0,56,18,0,3,0
Taluk Hospital Thrissur,General OPD,Friday,10,9,0,0,35.9,1,89,30,2,1,0
General Hospital Kollam,General OPD,Saturday,14,5,1,0,30.3,0,91,36,1,1,2
General Hospital Kollam,Orthopaedics,Monday,10,11,0,0,28.8,0,83,36,1,3,1
Taluk Hospital Thrissur,Paediatrics,Monday,14,10,0,0,24.1,0,73,25,2,4,1
General Hospital Kollam,Cardiology,Wednesday,14,3,0,0,36.0,0,57,28,1,0,5
District Hospital Ernakulam,Gynaecology,Thursday,11,10,0,1,36.5,0,115,57,0,2,3
General Hospital Kollam,Cardiology,Tuesday,11,5,0,0,25.4,0,84,40,1,0,4
General Hospital Kollam,Cardiology,Friday,13,2,0,0,36.2,0,79,32,1,0,0
General Hospital Kollam,Cardiology,Wednesday,10,7,0,0,27.3,0,99,43,1,0,5
General Hospital Kollam,Paediatrics,Monday,14,1,0,0,36.1,0,74,29,1,4,1
District Hospital Ernakulam,General OPD,Thursday,15,7,0,0,26.9,1,82,23,0,1,3
General Hospital Kollam,Gynaecology,Friday,16,2,0,0,34.6,0,27,13,1,2,0
Taluk Hospital Thrissur,Gynaecology,Wednesday,13,7,0,0,26.9,1,62,25,2,2,5
District Hospital Ernakulam,Gynaecology,Monday,15,1,0,0,29.3,0,46,19,0,2,1
General Hospital Kollam,Orthopaedics,Wednesday,12,2,0,0,37.2,0,61,22,1,3,5
Taluk Hospital Thrissur,General OPD,Saturday,14,8,1,0,37.3,1,86,33,2,1,2
General Hospital Kollam,Cardiology,Tuesday,10,10,0,0,25.8,0,59,23,1,0,4
District Hospital Ernakulam,General OPD,Monday,17,4,0,0,34.4,0,38,12,0,1,1
District Hospital Ernakulam,Cardiology,Thursday,10,3,0,0,37.5,0,97,50,0,0,3
Taluk Hospital Thrissur,Cardiology,Wednesday,9,3,0,0,31.0,0,69,30,2,0,5
District Hospital Ernakulam,Orthopaedics,Friday,13,1,0,1,24.4,0,41,18,0,3,0
General Hospital Kollam,Cardiology,Thursday,8,9,0,0,34.7,0,30,12,1,0,3
General Hospital Kollam,Orthopaedics,Tuesday,9,7,0,0,25.6,1,86,39,1,3,4
Taluk Hospital Thrissur,Paediatrics,Tuesday,17,11,0,1,28.4,0,70,29,2,4,4
District Hospital Ernakulam,Cardiology,Wednesday,16,6,0,0,33.4,1,61,31,0,0,5
Taluk Hospital Thrissur,Cardiology,Tuesday,11,9,0,0,35.3,1,102,39,2,0,4
General Hospital Kollam,Paediatrics,Wednesday,17,2,0,0,27.2,0,31,12,1,4,5
District Hospital Ernakulam,Orthopaedics,Saturday,15,11,1,0,31.3,0,71,33,0,3,2
District Hospital Ernakulam,Cardiology,Wednesday,14,6,0,0,26.0,0,74,28,0,0,5
District Hospital Ernakulam,General OPD,Tuesday,10,1,0,0,32.9,0,103,38,0,1,4
General Hospital Kollam,Paediatrics,Wednesday,8,10,0,0,30.8,0,42,13,1,4,5
Taluk Hospital Thrissur,Paediatrics,Thursday,11,8,0,0,27.7,1,107,35,2,4,3
Taluk Hospital Thrissur,Orthopaedics,Wednesday,10,5,0,0,35.3,0,81,35,2,3,5
District Hospital Ernakulam,General OPD,Saturday,13,9,1,0,24.9,1,86,23,0,1,2
Taluk Hospital Thrissur,Cardiology,Monday,11,8,0,0,25.6,1,78,30,2,0,1
District Hospital Ernakulam,Orthopaedics,Thursday,14,9,0,0,37.5,0,31,11,0,3,3
Taluk Hospital Thrissur,Cardiology,Tuesday,11,1,0,0,34.3,0,72,33,2,0,4
General Hospital Kollam,Gynaecology,Friday,16,1,0,1,31.5,0,74,28,1,2,0
Taluk Hospital Thrissur,Cardiology,Wednesday,10,2,0,0,26.3,0,90,48,2,0,5
General Hospital Kollam,Cardiology,Friday,17,7,0,0,26.8,1,90,40,1,0,0
District Hospital Ernakulam,Gynaecology,Thursday,15,8,0,0,25.9,0,20,7,0,2,3
Taluk Hospital Thrissur,Gynaecology,Saturday,12,4,1,0,32.6,0,39,13,2,2,2
District Hospital Ernakulam,Cardiology,Tuesday,15,3,0,1,37.6,0,100,55,0,0,4
District Hospital Ernakulam,Cardiology,Saturday,14,7,1,0,26.7,0,39,16,0,0,2
District Hospital Ernakulam,Cardiology,Thursday,9,12,0,0,32.2,0,93,37,0,0,3
District Hospital Ernakulam,Cardiology,Saturday,12,6,1,0,32.9,1,78,30,0,0,2
Taluk Hospital Thrissur,Gynaecology,Thursday,11,11,0,1,28.2,0,77,33,2,2,3
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,12,0,0,36.3,0,110,48,2,4,4
District Hospital Ernakulam,Orthopaedics,Monday,15,7,0,0,26.4,0,75,33,0,3,1
District Hospital Ernakulam,Cardiology,Friday,9,2,0,0,32.4,0,88,47,0,0,0
General Hospital Kollam,Paediatrics,Saturday,14,7,1,0,32.9,0,52,21,1,4,2
Taluk Hospital Thrissur,Orthopaedics,Wednesday,16,6,0,0,33.3,1,52,17,2,3,5
General Hospital Kollam,Paediatrics,Tuesday,17,8,0,0,32.3,0,26,11,1,4,4
Taluk Hospital Thrissur,Paediatrics,Friday,17,10,0,0,32.5,0,75,32,2,4,0
District Hospital Ernakulam,General OPD,Friday,9,10,0,0,35.1,0,56,19,0,1,0
General Hospital Kollam,Cardiology,Wednesday,17,11,0,0,36.7,0,46,24,1,0,5
Taluk Hospital Thrissur,General OPD,Wednesday,15,8,0,0,36.1,1,55,20,2,1,5
Taluk Hospital Thrissur,Paediatrics,Saturday,8,4,1,0,26.5,0,75,32,2,4,2
General Hospital Kollam,Orthopaedics,Thursday,8,12,0,0,35.9,0,36,13,1,3,3
Taluk Hospital Thrissur,Orthopaedics,Wednesday,11,5,0,0,35.0,0,70,27,2,3,5
Taluk Hospital Thrissur,Orthopaedics,Tuesday,11,9,0,0,36.1,0,97,37,2,3,4
District Hospital Ernakulam,Cardiology,Thursday,9,6,0,0,32.6,0,103,57,0,0,3
District Hospital Ernakulam,Orthopaedics,Monday,9,11,0,0,28.4,0,81,34,0,3,1
District Hospital Ernakulam,Cardiology,Wednesday,15,6,0,0,35.3,0,68,27,0,0,5
General Hospital Kollam,Orthopaedics,Monday,9,4,0,0,28.3,0,82,35,1,3,1
Taluk Hospital Thrissur,Orthopaedics,Friday,16,3,0,0,32.7,0,24,8,2,3,0
General Hospital Kollam,Gynaecology,Saturday,14,5,1,0,34.0,0,69,28,1,2,2
General Hospital Kollam,Paediatrics,Monday,12,10,0,0,37.6,0,40,17,1,4,1
District Hospital Ernakulam,General OPD,Tuesday,16,3,0,0,37.9,0,21,6,0,1,4
Taluk Hospital Thrissur,Cardiology,Tuesday,11,8,0,0,35.4,1,78,32,2,0,4
General Hospital Kollam,Gynaecology,Thursday,15,7,0,0,31.7,1,56,21,1,2,3
Taluk Hospital Thrissur,Gynaecology,Thursday,17,7,0,0,27.7,0,43,20,2,2,3
District Hospital Ernakulam,Paediatrics,Wednesday,13,4,0,0,31.6,0,24,10,0,4,5
General Hospital Kollam,Orthopaedics,Saturday,11,9,1,0,25.8,0,115,54,1,3,2
Taluk Hospital Thrissur,Paediatrics,Friday,13,2,0,0,35.6,0,34,13,2,4,0
Taluk Hospital Thrissur,Gynaecology,Tuesday,15,5,0,0,35.7,0,49,22,2,2,4
District Hospital Ernakulam,Gynaecology,Thursday,9,3,0,0,31.8,0,85,39,0,2,3
District Hospital Ernakulam,Paediatrics,Saturday,10,2,1,0,29.0,0,111,37,0,4,2
District Hospital Ernakulam,General OPD,Saturday,17,8,1,0,33.9,0,60,17,0,1,2
District Hospital Ernakulam,Orthopaedics,Friday,12,6,0,0,32.0,0,80,30,0,3,0
Taluk Hospital Thrissur,Gynaecology,Wednesday,8,10,0,1,34.0,0,62,27,2,2,5
General Hospital Kollam,Gynaecology,Monday,16,7,0,0,26.3,1,68,32,1,2,1
General Hospital Kollam,Cardiology,Monday,15,12,0,0,28.6,0,26,14,1,0,1
Taluk Hospital Thrissur,Paediatrics,Thursday,14,12,0,0,25.9,0,41,13,2,4,3
District Hospital Ernakulam,Orthopaedics,Tuesday,14,5,0,0,25.3,0,36,13,0,3,4
General Hospital Kollam,Orthopaedics,Saturday,9,6,1,0,34.5,1,76,35,1,3,2
General Hospital Kollam,Gynaecology,Monday,13,2,0,0,24.0,0,53,18,1,2,1
District Hospital Ernakulam,Paediatrics,Wednesday,8,10,0,0,29.2,0,24,10,0,4,5
General Hospital Kollam,Gynaecology,Thursday,10,9,0,1,37.7,1,123,62,1,2,3
Taluk Hospital Thrissur,Orthopaedics,Friday,10,8,0,0,35.8,0,82,28,2,3,0
District Hospital Ernakulam,General OPD,Friday,8,9,0,0,37.2,0,39,15,0,1,0
General Hospital Kollam,Orthopaedics,Saturday,10,10,1,0,26.3,0,71,28,1,3,2
Taluk Hospital Thrissur,Cardiology,Friday,13,8,0,0,31.7,1,58,31,2,0,0
Taluk Hospital Thrissur,Gynaecology,Monday,13,4,0,0,26.0,0,72,31,2,2,1
District Hospital Ernakulam,General OPD,Wednesday,8,8,0,0,35.8,0,68,25,0,1,5
General Hospital Kollam,Gynaecology,Monday,13,9,0,0,32.1,1,55,26,1,2,1
Taluk Hospital Thrissur,Cardiology,Wednesday,13,3,0,0,34.7,0,38,20,2,0,5
District Hospital Ernakulam,Paediatrics,Thursday,14,2,0,0,24.3,0,26,8,0,4,3
District Hospital Ernakulam,Gynaecology,Thursday,12,8,0,0,34.8,0,64,22,0,2,3
General Hospital Kollam,Cardiology,Monday,12,10,0,0,36.6,0,54,21,1,0,1
District Hospital Ernakulam,General OPD,Friday,8,1,0,0,29.4,0,42,16,0,1,0
General Hospital Kollam,Paediatrics,Saturday,16,9,1,0,26.5,1,89,26,1,4,2
General Hospital Kollam,General OPD,Thursday,10,4,0,0,28.5,0,95,27,1,1,3
General Hospital Kollam,Gynaecology,Saturday,17,1,1,0,36.9,0,48,24,1,2,2
General Hospital Kollam,Orthopaedics,Monday,11,11,0,0,36.8,0,71,33,1,3,1
District Hospital Ernakulam,Cardiology,Wednesday,14,1,0,0,26.0,0,35,17,0,0,5
District Hospital Ernakulam,Paediatrics,Saturday,17,12,1,0,36.6,0,54,17,0,4,2
Taluk Hospital Thrissur,Orthopaedics,Thursday,8,7,0,0,29.8,1,87,30,2,3,3
District Hospital Ernakulam,Orthopaedics,Friday,8,11,0,0,29.5,0,64,28,0,3,0
General Hospital Kollam,Cardiology,Monday,9,2,0,0,36.6,0,81,31,1,0,1
Taluk Hospital Thrissur,Orthopaedics,Tuesday,12,11,0,0,37.0,0,45,16,2,3,4
District Hospital Ernakulam,Orthopaedics,Friday,12,2,0,0,25.7,0,72,33,0,3,0
General Hospital Kollam,General OPD,Friday,15,4,0,0,31.3,0,22,7,1,1,0
General Hospital Kollam,General OPD,Tuesday,8,7,0,0,25.2,0,24,7,1,1,4
Taluk Hospital Thrissur,Orthopaedics,Thursday,10,8,0,0,34.8,0,82,36,2,3,3
General Hospital Kollam,Cardiology,Saturday,13,1,1,0,24.2,0,44,19,1,0,2
District Hospital Ernakulam,Cardiology,Wednesday,15,4,0,0,24.8,0,44,17,0,0,5
District Hospital Ernakulam,Gynaecology,Monday,11,3,0,0,26.7,0,92,43,0,2,1
General Hospital Kollam,Paediatrics,Monday,11,10,0,0,28.0,0,60,18,1,4,1
District Hospital Ernakulam,General OPD,Monday,9,7,0,0,31.5,0,60,21,0,1,1
District Hospital Ernakulam,Orthopaedics,Monday,10,2,0,0,27.3,0,74,23,0,3,1
General Hospital Kollam,Paediatrics,Friday,9,4,0,0,32.8,0,86,32,1,4,0
General Hospital Kollam,Paediatrics,Friday,14,5,0,0,32.6,0,48,20,1,4,0
General Hospital Kollam,Paediatrics,Friday,12,6,0,0,30.4,0,29,10,1,4,0
District Hospital Ernakulam,Cardiology,Tuesday,12,11,0,0,26.4,0,44,24,0,0,4
General Hospital Kollam,Orthopaedics,Saturday,8,7,1,0,28.2,1,71,30,1,3,2
Taluk Hospital Thrissur,Cardiology,Thursday,10,11,0,0,26.9,0,75,33,2,0,3
District Hospital Ernakulam,Paediatrics,Saturday,15,8,1,0,30.5,1,87,30,0,4,2
Taluk Hospital Thrissur,Gynaecology,Tuesday,11,4,0,0,26.7,0,62,31,2,2,4
Taluk Hospital Thrissur,Gynaecology,Wednesday,15,9,0,0,34.7,1,71,28,2,2,5
District Hospital Ernakulam,Cardiology,Thursday,9,9,0,0,30.3,0,99,53,0,0,3
District Hospital Ernakulam,General OPD,Tuesday,11,6,0,0,36.5,0,109,36,0,1,4
General Hospital Kollam,Paediatrics,Monday,11,7,0,0,33.3,1,107,42,1,4,1
General Hospital Kollam,Paediatrics,Friday,11,3,0,0,28.4,0,65,27,1,4,0
General Hospital Kollam,Paediatrics,Wednesday,17,10,0,0,34.3,0,76,22,1,4,5
General Hospital Kollam,General OPD,Monday,8,1,0,0,36.2,0,41,15,1,1,1
District Hospital Ernakulam,Orthopaedics,Tuesday,10,4,0,0,35.8,0,73,30,0,3,4
District Hospital Ernakulam,Gynaecology,Thursday,15,6,0,0,26.5,1,81,35,0,2,3
