hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes
District Hospital Ernakulam,General OPD,Thursday,15,3,0,0,29.0,0,47,12
Taluk Hospital Thrissur,Cardiology,Monday,11,5,0,0,25.9,0,76,38
General Hospital Kollam,Cardiology,Saturday,11,8,1,0,37.8,1,106,50
Taluk Hospital Thrissur,Cardiology,Wednesday,14,9,0,0,36.9,0,44,17
General Hospital Kollam,General OPD,Tuesday,10,6,0,0,24.2,0,53,18
District Hospital Ernakulam,Paediatrics,Friday,8,7,0,0,28.1,1,78,27
Taluk Hospital Thrissur,Cardiology,Saturday,16,3,1,0,27.9,0,42,22
Taluk Hospital Thrissur,Cardiology,Saturday,14,4,1,0,33.9,0,86,33
Taluk Hospital Thrissur,Gynaecology,Friday,10,4,0,0,32.3,0,90,33
General Hospital Kollam,Cardiology,Thursday,8,5,0,0,37.0,0,47,17
General Hospital Kollam,General OPD,Monday,14,7,0,0,28.3,0,34,10
District Hospital Ernakulam,Paediatrics,Monday,16,7,0,0,24.7,1,53,17
District Hospital Ernakulam,Paediatrics,Tuesday,13,1,0,0,24.6,0,23,8
District Hospital Ernakulam,Cardiology,Wednesday,15,5,0,0,25.4,0,31,13
District Hospital Ernakulam,Orthopaedics,Wednesday,12,2,0,0,33.4,0,63,25
General Hospital Kollam,Orthopaedics,Wednesday,13,12,0,1,32.2,0,78,29
Taluk Hospital Thrissur,Orthopaedics,Tuesday,17,7,0,0,36.4,1,77,32
General Hospital Kollam,Gynaecology,Saturday,11,4,1,0,30.2,0,71,25
Taluk Hospital Thrissur,Gynaecology,Wednesday,12,12,0,0,37.9,0,32,14
General Hospital Kollam,General OPD,Tuesday,11,7,0,0,34.0,0,98,37
Taluk Hospital Thrissur,Orthopaedics,Wednesday,15,11,0,0,25.6,0,47,15
District Hospital Ernakulam,Gynaecology,Friday,8,3,0,0,27.8,0,28,11
Taluk Hospital Thrissur,General OPD,Saturday,11,12,1,0,29.6,0,108,36
Taluk Hospital Thrissur,General OPD,Tuesday,15,9,0,0,31.9,1,68,20
General Hospital Kollam,General OPD,Tuesday,17,4,0,0,33.8,0,76,29
Taluk Hospital Thrissur,Paediatrics,Friday,16,5,0,0,35.9,0,38,15
Taluk Hospital Thrissur,General OPD,Tuesday,11,1,0,0,27.3,0,52,18
District Hospital Ernakulam,Cardiology,Wednesday,8,11,0,0,37.9,0,33,15
General Hospital Kollam,Orthopaedics,Saturday,17,6,1,0,25.2,0,70,25
General Hospital Kollam,Paediatrics,Friday,12,6,0,0,32.8,1,52,16
District Hospital Ernakulam,Cardiology,Wednesday,8,9,0,0,37.7,0,69,33
Taluk Hospital Thrissur,Paediatrics,Saturday,12,11,1,0,32.5,0,48,19
General Hospital Kollam,Orthopaedics,Wednesday,11,10,0,0,35.3,0,98,37
District Hospital Ernakulam,Cardiology,Saturday,14,6,1,0,36.6,1,56,25
General Hospital Kollam,Cardiology,Friday,15,12,0,0,33.1,0,21,9
General Hospital Kollam,Paediatrics,Saturday,17,4,1,0,26.0,0,62,20
Taluk Hospital Thrissur,Paediatrics,Monday,16,3,0,0,34.5,0,20,7
District Hospital Ernakulam,Paediatrics,Monday,9,1,0,0,35.6,0,109,32
General Hospital Kollam,General OPD,Wednesday,10,11,0,0,24.2,0,50,19
General Hospital Kollam,Gynaecology,Saturday,13,12,1,0,26.8,0,65,31
District Hospital Ernakulam,Cardiology,Wednesday,13,8,0,0,27.4,1,47,23
General Hospital Kollam,General OPD,Monday,9,9,0,0,25.4,0,76,21
General Hospital Kollam,General OPD,Tuesday,14,7,0,0,28.9,1,88,33
District Hospital Ernakulam,General OPD,Thursday,10,2,0,0,25.4,0,68,21
Taluk Hospital Thrissur,Orthopaedics,Monday,13,2,0,0,32.5,0,31,12
District Hospital Ernakulam,Gynaecology,Tuesday,14,3,0,0,33.6,0,59,28
District Hospital Ernakulam,General OPD,Wednesday,15,11,0,0,37.1,0,71,27
General Hospital Kollam,General OPD,Tuesday,10,6,0,0,29.5,0,100,39
General Hospital Kollam,General OPD,Friday,14,12,0,0,26.0,0,40,15
General Hospital Kollam,Paediatrics,Wednesday,13,8,0,0,30.7,0,58,23
District Hospital Ernakulam,Cardiology,Saturday,11,7,1,0,31.7,1,106,50
General Hospital Kollam,Paediatrics,Monday,17,12,0,0,31.4,0,69,27
Taluk Hospital Thrissur,Cardiology,Saturday,9,4,1,0,24.0,0,119,44
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,1,0,0,29.1,0,104,43
General Hospital Kollam,Orthopaedics,Thursday,10,9,0,0,27.4,0,53,23
General Hospital Kollam,Cardiology,Thursday,8,12,0,0,29.2,0,64,25
Taluk Hospital Thrissur,General OPD,Thursday,17,3,0,0,26.1,0,29,8
General Hospital Kollam,General OPD,Friday,14,3,0,1,26.6,0,87,24
Taluk Hospital Thrissur,Orthopaedics,Thursday,14,12,0,0,30.2,0,61,26
District Hospital Ernakulam,General OPD,Tuesday,8,11,0,0,32.5,0,31,10
General Hospital Kollam,Paediatrics,Thursday,15,9,0,0,35.6,0,52,17
General Hospital Kollam,Paediatrics,Tuesday,12,2,0,0,29.3,0,80,24
General Hospital Kollam,Paediatrics,Friday,8,4,0,0,26.6,0,67,29
Taluk Hospital Thrissur,General OPD,Saturday,15,8,1,0,33.1,1,69,19
District Hospital Ernakulam,Paediatrics,Tuesday,12,2,0,0,25.1,0,58,23
District Hospital Ernakulam,General OPD,Tuesday,12,3,0,0,25.5,0,33,11
District Hospital Ernakulam,Cardiology,Friday,11,11,0,0,27.4,0,55,30
Taluk Hospital Thrissur,General OPD,Friday,15,1,0,0,28.4,0,80,24
District Hospital Ernakulam,Orthopaedics,Thursday,16,4,0,0,34.5,0,66,24
General Hospital Kollam,General OPD,Wednesday,14,12,0,0,25.4,0,71,26
General Hospital Kollam,Gynaecology,Thursday,15,10,0,0,35.9,0,38,14
Taluk Hospital Thrissur,Paediatrics,Monday,9,12,0,0,36.4,0,101,39
General Hospital Kollam,Cardiology,Friday,16,12,0,0,33.1,0,79,40
District Hospital Ernakulam,Cardiology,Wednesday,12,6,0,0,36.0,1,87,44
Taluk Hospital Thrissur,Paediatrics,Tuesday,11,10,0,0,25.0,0,59,22
District Hospital Ernakulam,General OPD,Monday,10,5,0,0,36.1,0,101,37
General Hospital Kollam,Paediatrics,Monday,15,6,0,0,37.1,1,47,17
District Hospital Ernakulam,General OPD,Monday,10,12,0,1,30.5,0,100,39
District Hospital Ernakulam,Cardiology,Monday,17,8,0,0,29.1,1,56,29
Taluk Hospital Thrissur,Cardiology,Thursday,13,9,0,0,32.7,1,35,17
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,10,0,0,24.8,0,70,23
Taluk Hospital Thrissur,General OPD,Tuesday,9,5,0,0,26.2,0,75,28
General Hospital Kollam,Paediatrics,Thursday,9,6,0,0,30.6,1,112,40
General Hospital Kollam,Cardiology,Saturday,9,7,1,0,30.1,1,79,34
Taluk Hospital Thrissur,Paediatrics,Tuesday,15,2,0,0,30.4,0,54,17
District Hospital Ernakulam,Cardiology,Saturday,11,6,1,0,24.4,0,89,34
District Hospital Ernakulam,Paediatrics,Thursday,11,1,0,0,36.2,0,110,44
District Hospital Ernakulam,Orthopaedics,Wednesday,10,2,0,0,25.0,0,75,24
Taluk Hospital Thrissur,Paediatrics,Thursday,16,4,0,0,36.5,0,31,12
General Hospital Kollam,Paediatrics,Wednesday,12,3,0,0,28.9,0,46,16
Taluk Hospital Thrissur,Cardiology,Saturday,14,6,1,0,32.0,0,70,36
Taluk Hospital Thrissur,Cardiology,Monday,17,10,0,0,28.5,0,72,39
Taluk Hospital Thrissur,Orthopaedics,Monday,10,8,0,0,31.0,1,110,52
District Hospital Ernakulam,Orthopaedics,Friday,8,8,0,0,36.0,0,60,28
General Hospital Kollam,General OPD,Tuesday,11,7,0,0,31.6,1,84,24
General Hospital Kollam,Cardiology,Saturday,17,1,1,0,35.4,0,36,15
District Hospital Ernakulam,Gynaecology,Monday,15,11,0,1,29.8,0,62,25
Taluk Hospital Thrissur,Paediatrics,Friday,13,2,0,0,30.4,0,43,13
Taluk Hospital Thrissur,Cardiology,Friday,14,7,0,0,35.8,0,47,23
Taluk Hospital Thrissur,Gynaecology,Monday,9,2,0,0,33.1,0,89,45
General Hospital Kollam,Paediatrics,Saturday,17,9,1,0,32.9,1,96,28
District Hospital Ernakulam,Paediatrics,Tuesday,11,8,0,0,29.3,1,90,38
District Hospital Ernakulam,Paediatrics,Thursday,14,1,0,0,35.0,0,52,17
Taluk Hospital Thrissur,Orthopaedics,Wednesday,14,11,0,0,24.1,0,78,30
General Hospital Kollam,General OPD,Tuesday,13,9,0,0,34.4,1,40,15
District Hospital Ernakulam,Cardiology,Friday,14,4,0,0,33.0,0,73,27
Taluk Hospital Thrissur,Paediatrics,Tuesday,14,12,0,0,29.6,0,40,14
District Hospital Ernakulam,Cardiology,Monday,10,9,0,0,32.8,0,103,53
District Hospital Ernakulam,Gynaecology,Tuesday,13,4,0,0,25.3,0,47,16
Taluk Hospital Thrissur,Cardiology,Monday,17,12,0,0,36.9,0,25,12
General Hospital Kollam,Cardiology,Thursday,13,3,0,0,33.1,0,34,14
Taluk Hospital Thrissur,Cardiology,Saturday,14,5,1,0,24.7,0,40,21
Taluk Hospital Thrissur,General OPD,Saturday,17,2,1,0,30.4,0,73,20
General Hospital Kollam,Orthopaedics,Wednesday,10,2,0,0,30.9,0,73,34
General Hospital Kollam,Paediatrics,Monday,15,1,0,0,25.0,0,60,18
Taluk Hospital Thrissur,Paediatrics,Thursday,13,11,0,1,35.3,0,51,17
General Hospital Kollam,Gynaecology,Saturday,17,1,1,0,37.7,0,57,24
Taluk Hospital Thrissur,Gynaecology,Friday,8,3,0,0,34.4,0,79,29
Taluk Hospital Thrissur,General OPD,Friday,8,9,0,0,34.7,1,53,14
General Hospital Kollam,General OPD,Wednesday,10,4,0,0,34.2,0,110,31
District Hospital Ernakulam,Paediatrics,Tuesday,9,6,0,0,31.7,1,107,44
District Hospital Ernakulam,Gynaecology,Thursday,11,5,0,0,26.8,0,104,52
District Hospital Ernakulam,Paediatrics,Monday,17,10,0,0,26.3,0,33,14
District Hospital Ernakulam,Paediatrics,Thursday,14,10,0,0,27.8,0,40,15
Taluk Hospital Thrissur,Paediatrics,Thursday,11,10,0,1,29.2,0,110,45
District Hospital Ernakulam,Cardiology,Monday,16,5,0,0,29.7,0,58,30
Taluk Hospital Thrissur,Gynaecology,Wednesday,14,1,0,0,26.5,0,40,16
General Hospital Kollam,Orthopaedics,Tuesday,9,4,0,0,29.2,0,59,26
General Hospital Kollam,General OPD,Wednesday,8,12,0,0,27.0,0,56,20
General Hospital Kollam,Gynaecology,Monday,14,5,0,0,27.0,0,33,12
District Hospital Ernakulam,Gynaecology,Saturday,9,10,1,0,29.9,0,113,47
District Hospital Ernakulam,Cardiology,Tuesday,8,8,0,0,24.7,1,37,14
General Hospital Kollam,Gynaecology,Wednesday,17,7,0,0,32.1,1,71,34
Taluk Hospital Thrissur,General OPD,Thursday,12,3,0,0,37.5,0,22,8
Taluk Hospital Thrissur,General OPD,Wednesday,8,2,0,0,25.3,0,71,22
District Hospital Ernakulam,Orthopaedics,Wednesday,13,7,0,0,31.8,1,69,22
District Hospital Ernakulam,Paediatrics,Thursday,9,6,0,0,25.4,1,112,33
General Hospital Kollam,Orthopaedics,Saturday,14,4,1,0,25.2,0,81,37
District Hospital Ernakulam,Gynaecology,Monday,8,5,0,0,24.6,0,23,11
General Hospital Kollam,Orthopaedics,Wednesday,17,7,0,0,33.8,0,57,22
General Hospital Kollam,Orthopaedics,Tuesday,17,7,0,0,30.3,1,63,22
District Hospital Ernakulam,Paediatrics,Wednesday,13,12,0,0,27.2,0,36,14
Taluk Hospital Thrissur,General OPD,Wednesday,16,4,0,0,33.1,0,74,21
General Hospital Kollam,General OPD,Thursday,8,4,0,0,33.4,0,49,18
General Hospital Kollam,Paediatrics,Monday,13,4,0,0,32.3,0,53,19
District Hospital Ernakulam,Orthopaedics,Saturday,15,11,1,0,35.9,0,41,19
General Hospital Kollam,Orthopaedics,Thursday,15,10,0,0,26.8,0,45,15
District Hospital Ernakulam,Paediatrics,Tuesday,12,10,0,0,25.4,0,49,20
Taluk Hospital Thrissur,General OPD,Tuesday,8,8,0,0,27.7,1,63,20
District Hospital Ernakulam,General OPD,Friday,9,6,0,0,27.0,1,87,29
General Hospital Kollam,Paediatrics,Wednesday,13,2,0,0,33.1,0,66,28
General Hospital Kollam,Orthopaedics,Tuesday,14,3,0,0,27.9,0,58,23
District Hospital Ernakulam,General OPD,Saturday,8,11,1,0,37.4,0,49,13
General Hospital Kollam,Gynaecology,Wednesday,11,2,0,0,25.4,0,64,31
Taluk Hospital Thrissur,Paediatrics,Thursday,14,2,0,0,34.3,0,76,30
District Hospital Ernakulam,Cardiology,Tuesday,11,6,0,0,28.0,1,106,39
General Hospital Kollam,Gynaecology,Saturday,17,8,1,0,28.3,0,50,18
Taluk Hospital Thrissur,General OPD,Tuesday,10,6,0,0,26.0,1,90,29
General Hospital Kollam,Cardiology,Wednesday,9,3,0,0,34.6,0,50,24
District Hospital Ernakulam,Gynaecology,Monday,15,4,0,0,25.5,0,72,25
Taluk Hospital Thrissur,Orthopaedics,Tuesday,16,9,0,0,34.6,0,26,9
Taluk Hospital Thrissur,Orthopaedics,Thursday,15,12,0,0,37.9,0,36,15
District Hospital Ernakulam,Orthopaedics,Thursday,8,6,0,0,33.9,0,69,29
Taluk Hospital Thrissur,Paediatrics,Monday,12,11,0,0,34.2,0,21,6
District Hospital Ernakulam,Cardiology,Saturday,10,6,1,0,24.4,1,119,66
District Hospital Ernakulam,Cardiology,Saturday,9,4,1,0,32.9,0,82,44
Taluk Hospital Thrissur,Gynaecology,Thursday,16,3,0,0,36.7,0,42,21
District Hospital Ernakulam,Gynaecology,Thursday,12,5,0,0,24.6,0,53,24
Taluk Hospital Thrissur,General OPD,Thursday,15,10,0,0,35.1,0,38,10
General Hospital Kollam,Paediatrics,Saturday,10,8,1,0,26.1,0,104,39
General Hospital Kollam,Orthopaedics,Thursday,12,2,0,0,28.1,0,49,16
District Hospital Ernakulam,Gynaecology,Monday,8,8,0,0,24.1,1,83,28
District Hospital Ernakulam,Cardiology,Wednesday,12,9,0,0,37.4,1,35,17
General Hospital Kollam,Cardiology,Thursday,17,2,0,0,27.1,0,50,27
General Hospital Kollam,Paediatrics,Thursday,14,2,0,0,36.9,0,58,19
Taluk Hospital Thrissur,Paediatrics,Saturday,13,10,1,0,33.6,0,47,15
District Hospital Ernakulam,Gynaecology,Tuesday,12,5,0,0,28.2,0,79,35
Taluk Hospital Thrissur,Cardiology,Thursday,14,2,0,0,31.4,0,64,27
Taluk Hospital Thrissur,Orthopaedics,Thursday,13,7,0,0,29.9,1,31,14
General Hospital Kollam,Paediatrics,Monday,10,10,0,0,35.0,0,87,32
General Hospital Kollam,Gynaecology,Friday,17,5,0,0,34.6,0,45,16
Taluk Hospital Thrissur,General OPD,Thursday,16,8,0,0,24.8,1,83,33
General Hospital Kollam,Orthopaedics,Friday,9,5,0,0,30.7,0,71,32
General Hospital Kollam,Gynaecology,Saturday,16,12,1,0,24.7,0,48,20
Taluk Hospital Thrissur,Paediatrics,Tuesday,11,11,0,0,35.9,0,69,26
Taluk Hospital Thrissur,General OPD,Thursday,17,12,0,0,25.6,0,20,5
General Hospital Kollam,Gynaecology,Monday,11,4,0,0,30.6,0,103,44
District Hospital Ernakulam,General OPD,Monday,12,7,0,0,37.8,0,73,27
District Hospital Ernakulam,Gynaecology,Saturday,15,11,1,0,25.7,0,44,20
General Hospital Kollam,Cardiology,Saturday,11,3,1,0,34.4,0,99,40
District Hospital Ernakulam,Orthopaedics,Wednesday,9,10,0,0,29.1,0,67,25
Taluk Hospital Thrissur,General OPD,Thursday,14,7,0,0,24.4,1,66,21
Taluk Hospital Thrissur,Orthopaedics,Monday,17,8,0,0,36.7,1,38,15
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,3,0,0,31.0,0,75,27
District Hospital Ernakulam,Gynaecology,Thursday,16,2,0,0,33.2,0,42,19
Taluk Hospital Thrissur,Orthopaedics,Thursday,10,5,0,0,34.7,0,69,32
General Hospital Kollam,Paediatrics,Thursday,15,10,0,0,26.5,0,65,27
Taluk Hospital Thrissur,Gynaecology,Wednesday,10,12,0,0,32.2,0,87,35
Taluk Hospital Thrissur,Paediatrics,Monday,8,1,0,0,34.3,0,34,10
General Hospital Kollam,Paediatrics,Saturday,15,6,1,0,27.2,0,93,37
General Hospital Kollam,General OPD,Tuesday,14,7,0,0,24.9,1,32,12
General Hospital Kollam,Paediatrics,Wednesday,17,11,0,0,24.4,0,31,10
Taluk Hospital Thrissur,Paediatrics,Thursday,10,11,0,0,31.8,0,62,20
District Hospital Ernakulam,Orthopaedics,Tuesday,11,12,0,0,30.1,0,83,37
General Hospital Kollam,General OPD,Friday,8,11,0,0,25.3,0,22,8
General Hospital Kollam,Orthopaedics,Thursday,17,9,0,0,25.0,1,76,35
Taluk Hospital Thrissur,Gynaecology,Thursday,11,4,0,0,35.6,0,82,33
Taluk Hospital Thrissur,Gynaecology,Tuesday,9,8,0,0,32.8,0,86,30
Taluk Hospital Thrissur,Orthopaedics,Monday,9,8,0,0,24.7,1,61,21
District Hospital Ernakulam,Orthopaedics,Thursday,13,2,0,0,36.2,0,38,12
Taluk Hospital Thrissur,Cardiology,Friday,17,9,0,0,29.6,1,74,39
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,1,0,0,29.9,0,32,10
General Hospital Kollam,Cardiology,Tuesday,16,12,0,0,36.9,0,62,33
General Hospital Kollam,Cardiology,Thursday,9,10,0,0,33.8,0,98,51
District Hospital Ernakulam,General OPD,Thursday,17,12,0,0,37.0,0,76,25
General Hospital Kollam,Orthopaedics,Saturday,8,2,1,0,31.0,0,49,20
District Hospital Ernakulam,Paediatrics,Wednesday,11,1,0,0,24.4,0,100,41
Taluk Hospital Thrissur,Gynaecology,Thursday,8,9,0,0,24.7,0,64,23
Taluk Hospital Thrissur,Paediatrics,Friday,10,2,0,0,25.7,0,89,38
District Hospital Ernakulam,Orthopaedics,Tuesday,13,7,0,0,27.3,1,30,10
Taluk Hospital Thrissur,Gynaecology,Friday,8,1,0,0,34.1,0,72,25
General Hospital Kollam,Cardiology,Thursday,10,5,0,0,28.4,0,88,43
General Hospital Kollam,Orthopaedics,Tuesday,17,7,0,0,33.2,0,24,8
Taluk Hospital Thrissur,Cardiology,Thursday,13,4,0,0,34.0,0,80,35
Taluk Hospital Thrissur,Orthopaedics,Saturday,11,9,1,0,28.5,1,81,26
District Hospital Ernakulam,Gynaecology,Thursday,12,2,0,0,36.8,0,73,37
General Hospital Kollam,Orthopaedics,Saturday,16,4,1,0,29.2,0,87,38
General Hospital Kollam,Cardiology,Saturday,15,11,1,0,30.4,0,42,15
General Hospital Kollam,Orthopaedics,Wednesday,17,7,0,0,35.6,1,47,21
District Hospital Ernakulam,Paediatrics,Monday,14,7,0,0,24.6,1,41,15
Taluk Hospital Thrissur,General OPD,Saturday,12,1,1,0,34.7,0,94,25
Taluk Hospital Thrissur,Orthopaedics,Wednesday,17,4,0,0,24.4,0,66,29
District Hospital Ernakulam,Paediatrics,Saturday,8,2,1,0,29.4,0,81,34
District Hospital Ernakulam,Gynaecology,Thursday,14,10,0,0,32.0,0,53,20
District Hospital Ernakulam,Paediatrics,Saturday,11,3,1,0,27.9,0,108,46
General Hospital Kollam,Cardiology,Friday,12,6,0,0,29.5,0,43,18
District Hospital Ernakulam,Gynaecology,Monday,9,5,0,0,33.3,0,103,40
General Hospital Kollam,Paediatrics,Thursday,8,8,0,0,30.5,0,50,19
Taluk Hospital Thrissur,Cardiology,Thursday,8,10,0,0,27.9,0,59,28
General Hospital Kollam,Paediatrics,Tuesday,12,5,0,0,36.2,0,28,9
General Hospital Kollam,Cardiology,Friday,8,4,0,0,33.2,0,31,15
District Hospital Ernakulam,Gynaecology,Wednesday,8,9,0,0,27.2,0,36,18
General Hospital Kollam,Orthopaedics,Friday,8,10,0,0,28.9,0,24,9
General Hospital Kollam,Gynaecology,Monday,11,4,0,0,32.0,0,103,50
District Hospital Ernakulam,General OPD,Saturday,14,5,1,0,24.3,0,73,27
District Hospital Ernakulam,Paediatrics,Saturday,13,8,1,0,32.7,1,47,15
General Hospital Kollam,Gynaecology,Monday,9,10,0,0,35.3,0,82,38
Taluk Hospital Thrissur,Gynaecology,Friday,13,4,0,0,35.6,0,22,10
General Hospital Kollam,Paediatrics,Saturday,9,2,1,0,31.9,0,101,38
Taluk Hospital Thrissur,Paediatrics,Friday,9,9,0,0,24.7,1,93,34
District Hospital Ernakulam,Orthopaedics,Tuesday,17,5,0,0,28.6,0,71,31
District Hospital Ernakulam,Cardiology,Thursday,13,12,0,0,33.7,0,48,24
District Hospital Ernakulam,Orthopaedics,Monday,13,9,0,0,25.1,1,60,25
District Hospital Ernakulam,Paediatrics,Tuesday,17,3,0,0,27.4,0,78,27
Taluk Hospital Thrissur,Cardiology,Friday,12,5,0,0,28.4,0,25,11
Taluk Hospital Thrissur,Cardiology,Friday,15,11,0,0,26.8,0,31,16
General Hospital Kollam,Cardiology,Monday,14,5,0,0,31.8,0,79,36
General Hospital Kollam,Cardiology,Monday,14,1,0,0,26.3,0,24,9
Taluk Hospital Thrissur,Paediatrics,Thursday,13,3,0,0,33.8,0,35,13
General Hospital Kollam,Orthopaedics,Wednesday,17,10,0,0,25.5,0,66,21
Taluk Hospital Thrissur,Orthopaedics,Thursday,14,11,0,1,34.4,0,67,24
District Hospital Ernakulam,Cardiology,Saturday,10,12,1,1,32.3,0,137,75
General Hospital Kollam,Cardiology,Monday,17,10,0,1,33.4,0,69,30
District Hospital Ernakulam,Cardiology,Friday,17,5,0,0,25.4,0,39,18
General Hospital Kollam,Gynaecology,Friday,16,10,0,0,35.8,0,47,18
District Hospital Ernakulam,Orthopaedics,Tuesday,10,1,0,0,37.2,0,106,50
General Hospital Kollam,Paediatrics,Friday,12,10,0,0,28.4,0,42,14
General Hospital Kollam,Orthopaedics,Wednesday,15,8,0,0,36.4,1,88,31
Taluk Hospital Thrissur,General OPD,Tuesday,12,3,0,0,26.9,0,73,24
General Hospital Kollam,General OPD,Friday,8,9,0,0,35.2,1,83,31
District Hospital Ernakulam,Cardiology,Wednesday,17,7,0,0,30.2,1,59,25
General Hospital Kollam,General OPD,Thursday,14,8,0,0,25.2,1,47,17
General Hospital Kollam,Orthopaedics,Monday,11,12,0,0,28.6,0,82,30
District Hospital Ernakulam,Gynaecology,Saturday,9,12,1,0,28.4,0,124,43
General Hospital Kollam,Gynaecology,Wednesday,11,9,0,0,35.7,0,110,50
General Hospital Kollam,Cardiology,Tuesday,17,7,0,0,37.2,0,36,16
District Hospital Ernakulam,Cardiology,Saturday,15,5,1,0,26.8,0,91,35
Taluk Hospital Thrissur,Cardiology,Monday,14,2,0,0,31.8,0,33,16
General Hospital Kollam,Paediatrics,Saturday,12,10,1,0,32.8,0,50,19
District Hospital Ernakulam,Gynaecology,Saturday,10,5,1,0,27.2,0,83,38
District Hospital Ernakulam,Paediatrics,Friday,13,9,0,0,28.1,1,86,36
District Hospital Ernakulam,Paediatrics,Thursday,13,4,0,0,29.9,0,31,11
District Hospital Ernakulam,General OPD,Wednesday,14,12,0,0,34.8,0,50,18
District Hospital Ernakulam,Gynaecology,Thursday,11,1,0,0,27.8,0,63,31
District Hospital Ernakulam,General OPD,Friday,13,5,0,0,28.4,0,45,16
District Hospital Ernakulam,Paediatrics,Wednesday,8,5,0,0,34.2,0,41,15
General Hospital Kollam,Orthopaedics,Thursday,14,4,0,0,36.3,0,54,19
Taluk Hospital Thrissur,General OPD,Friday,17,6,0,0,32.5,1,76,20
District Hospital Ernakulam,General OPD,Saturday,13,6,1,0,34.7,1,48,16
District Hospital Ernakulam,Gynaecology,Tuesday,10,9,0,0,36.0,1,111,41
District Hospital Ernakulam,Orthopaedics,Thursday,11,9,0,0,27.5,1,114,36
Taluk Hospital Thrissur,General OPD,Friday,14,8,0,0,26.2,1,44,15
Taluk Hospital Thrissur,Cardiology,Monday,12,12,0,0,35.4,0,44,21
General Hospital Kollam,Orthopaedics,Monday,9,2,0,0,34.1,0,98,42
General Hospital Kollam,General OPD,Saturday,16,10,1,0,25.3,0,72,26
General Hospital Kollam,Gynaecology,Wednesday,13,7,0,0,34.4,1,59,22
District Hospital Ernakulam,Gynaecology,Thursday,14,5,0,0,25.3,0,46,20
District Hospital Ernakulam,Orthopaedics,Saturday,16,9,1,0,29.4,0,81,31
District Hospital Ernakulam,Gynaecology,Saturday,9,8,1,0,32.1,1,124,47
District Hospital Ernakulam,Paediatrics,Friday,9,11,0,0,28.7,0,101,38
General Hospital Kollam,General OPD,Friday,10,4,0,0,37.2,0,87,26
General Hospital Kollam,Paediatrics,Friday,15,9,0,0,35.8,0,23,9
District Hospital Ernakulam,Paediatrics,Wednesday,13,3,0,0,28.5,0,56,21
General Hospital Kollam,Orthopaedics,Saturday,11,9,1,0,30.8,1,116,41
District Hospital Ernakulam,Paediatrics,Friday,16,12,0,0,25.1,0,26,9
General Hospital Kollam,Paediatrics,Tuesday,8,3,0,0,34.5,0,30,9
General Hospital Kollam,General OPD,Thursday,15,3,0,0,35.2,0,51,14
Taluk Hospital Thrissur,Paediatrics,Thursday,8,5,0,0,30.1,0,38,15
Taluk Hospital Thrissur,Orthopaedics,Friday,13,10,0,1,31.9,0,50,17
Taluk Hospital Thrissur,Cardiology,Friday,13,9,0,0,27.5,1,89,38
Taluk Hospital Thrissur,Cardiology,Tuesday,16,12,0,0,30.6,0,40,18
General Hospital Kollam,Paediatrics,Monday,8,5,0,0,26.6,0,64,19
District Hospital Ernakulam,Orthopaedics,Monday,8,10,0,0,32.3,0,24,9
Taluk Hospital Thrissur,Cardiology,Wednesday,8,4,0,0,28.0,0,78,41
Taluk Hospital Thrissur,Orthopaedics,Wednesday,17,7,0,0,31.9,0,32,10
General Hospital Kollam,General OPD,Saturday,11,5,1,0,27.7,0,71,20
Taluk Hospital Thrissur,Gynaecology,Saturday,14,6,1,0,34.8,1,62,31
Taluk Hospital Thrissur,Gynaecology,Saturday,15,4,1,0,24.0,0,49,25
General Hospital Kollam,Gynaecology,Tuesday,10,3,0,0,36.2,0,70,25
General Hospital Kollam,Cardiology,Friday,15,7,0,0,30.6,1,78,30
Taluk Hospital Thrissur,Paediatrics,Thursday,14,12,0,0,29.0,0,73,27
Taluk Hospital Thrissur,General OPD,Friday,11,3,0,0,35.7,0,95,27
District Hospital Ernakulam,Gynaecology,Thursday,15,12,0,0,27.5,0,27,11
District Hospital Ernakulam,Orthopaedics,Tuesday,8,6,0,0,30.5,0,66,25
Taluk Hospital Thrissur,Gynaecology,Tuesday,14,6,0,0,37.1,0,32,13
Taluk Hospital Thrissur,Cardiology,Monday,17,5,0,0,25.3,0,43,23
Taluk Hospital Thrissur,General OPD,Friday,12,1,0,0,27.8,0,50,15
Taluk Hospital Thrissur,Orthopaedics,Wednesday,8,10,0,0,24.4,0,65,30
Taluk Hospital Thrissur,Paediatrics,Thursday,10,8,0,0,36.2,0,101,31
District Hospital Ernakulam,General OPD,Friday,10,12,0,0,26.5,0,104,29
